EncryptedID,GPA_1,GPA_2,GPA_3,GPA_4,GPA_5,GPA_6,GPA_7,GPA_8,GPA_9,GPA_10,TC_1,TC_2,TC_3,TC_4,TC_5,TC_6,TC_7,TC_8,TC_9,TC_10,Final CPA
684fc533ce64f4b10cb4de2d3ad34e8ceee2dcf6b2f1ec37e8b6d72ebcfe43a9,2.67,2.58,2.65,2.64,3.11,2.9,3.04,3.5,3.75,3.41,12.0,13.0,14.0,18.0,22.0,21.0,11.0,20.0,12.0,11.0,3.02
687e58fd3e7db8faf8c9a0c6873472a78218939c97de7131c7a85c9b36b4d1f7,1.67,1.23,2.3,1.31,2.2,2.48,2.34,3.06,3.17,3.0,12.0,6.0,22.0,12.0,20.0,19.0,16.0,16.0,15.0,9.0,2.35
6a03a059de32d7d9c17ab08ce12735ceaff2f4d23992704b2e206aa3d241f6bb,2.58,3.0,3.37,3.12,2.95,3.53,3.8,3.26,3.88,4.0,12.0,11.0,19.0,17.0,19.0,19.0,15.0,17.0,8.0,9.0,3.31
6a1c37d0977851fb1c2a09f80060abeebbdbb74c0b26d2d88e7d4c46cfadd5fb,1.25,0.59,2.25,2.29,2.67,3.21,3.07,3.54,3.08,4.0,8.0,5.0,22.0,14.0,18.0,19.0,15.0,13.0,12.0,12.0,2.76
6a69ca06c06e9aa596104167065231330fe9b6e58956d7377337ac4ded419122,3.42,3.46,3.56,3.5,3.47,2.61,3.72,3.56,3.7,4.0,12.0,13.0,17.0,15.0,19.0,19.0,18.0,16.0,10.0,12.0,3.47
6ae500a24dca445d8a3237b8ac43c602f3f4c1ed9b5efd85bce74246ffd38098,2.75,2.18,2.52,2.53,3.09,2.98,2.19,3.34,3.5,3.5,12.0,9.0,22.0,14.0,17.0,20.0,13.0,19.0,12.0,9.0,2.86
6b2be791b9c0ca08c24652650d4b418c46b2accefde9b5d51f4b8c2f10dd57a0,2.08,2.62,2.88,2.1,2.47,2.79,3.12,2.84,3.29,3.7,12.0,13.0,17.0,12.0,15.0,19.0,16.0,16.0,21.0,15.0,2.84
6c349086483e7bdff8f6c0d13a2d70b90e34dbd928d5ade9996147d5c8af1688,0.92,0.71,1.17,2.0,2.88,3.4,3.3,3.02,1.69,3.0,4.0,5.0,12.0,15.0,24.0,20.0,15.0,20.0,7.0,9.0,2.57
6c5db012bb2b6b10cf7722174756e35ff646e17a75c20b401c029188c8ee5a83,2.67,2.9,2.7,2.13,3.18,3.52,3.21,2.92,3.73,1.93,10.0,10.0,15.0,16.0,22.0,23.0,17.0,18.0,15.0,9.0,2.98
6c711fb0d3679a134159292baf2bb638fca9d456c754bc90832f42ca4e4f7997,2.25,1.42,1.2,1.59,0.86,2.7,2.5,2.3,3.36,3.62,12.0,9.0,12.0,12.0,12.0,23.0,18.0,15.0,21.0,12.0,2.32
6c9fed22198e2b0ace0a687dd4706818a759bd6c0c8c0fdadc8af860d6b10ce2,2.5,2.95,2.84,3.47,2.95,3.31,3.37,3.71,3.82,4.0,12.0,11.0,19.0,19.0,20.0,18.0,19.0,17.0,11.0,9.0,3.26
6d25b4d60aa5d6b1e7689058b8792d4c692ec2773d5341193794a8f7275ff319,2.33,1.58,2.2,1.3,2.1,3.1,3.5,3.1,1.85,3.46,12.0,9.0,12.0,12.0,20.0,21.0,18.0,21.0,14.0,14.0,2.57
6d7f66a1ed4d26f7ccd3760df9c534f4a157034b287cc198624422d2f0223c78,3.75,3.65,3.29,3.53,3.78,3.04,3.41,3.54,3.73,4.0,12.0,13.0,17.0,16.0,20.0,21.0,22.0,13.0,11.0,9.0,3.52
6e0924b071eb19c84285b6a06637c9fcb6bc4b3fb66585cb23a0e8e01c663b74,1.58,2.12,1.41,2.62,2.84,1.72,3.0,3.39,2.42,3.92,8.0,13.0,14.0,12.0,16.0,15.0,22.0,19.0,13.0,13.0,2.59
6e741d9d70d3206bd85b2662699359cc296d0fa060bb223b4ebd8ba687450d1a,2.83,2.71,3.08,3.13,3.18,3.45,3.71,3.72,3.43,4.0,12.0,12.0,18.0,19.0,20.0,21.0,19.0,18.0,7.0,9.0,3.32
6e8a6b8e5d98295dccead8e15a340c4a504080641b112b648e304806e457a4bc,1.83,0.0,1.97,2.03,1.92,2.96,1.37,2.17,2.78,4.0,12.0,0.0,13.0,17.0,20.0,20.0,14.0,13.0,20.0,14.0,2.37
6e9c546d2ba5365070c03c25e33c974204ddb752602957788369131e634973d4,2.67,2.82,2.16,1.39,2.06,2.6,3.1,3.36,3.7,4.0,12.0,11.0,22.0,14.0,14.0,20.0,20.0,18.0,10.0,9.0,2.71
6f1d66570e16174ebfafdfbb1e46f414f960a51d58b096fd2e425fd25445dd55,3.42,3.54,3.59,3.29,3.72,3.67,3.41,3.57,3.82,4.0,12.0,12.0,17.0,17.0,20.0,21.0,17.0,14.0,11.0,12.0,3.59
6fc85a0765544135b013a1b6ce107bdde0c8465a1f80c5b82cd42fed060a2d1e,3.08,3.0,3.35,3.44,3.43,3.0,3.23,3.29,2.83,4.0,13.0,15.0,17.0,17.0,21.0,17.0,22.0,14.0,6.0,9.0,3.27
6fe5978584be5141d5ea2fe66968f6744c253f16dd3cd91f2c1aa0cd42640700,1.5,1.64,2.36,2.41,2.55,2.2,3.46,3.05,3.5,3.62,12.0,11.0,19.0,16.0,20.0,17.0,13.0,20.0,7.0,12.0,2.6
7046a9b03a0d256c62c22118c8a1179b853e90bd2f27670b06bceb144b3e9754,2.58,2.54,2.47,1.9,2.29,2.7,2.58,3.25,3.39,4.0,12.0,13.0,16.0,18.0,16.0,22.0,11.0,14.0,18.0,12.0,2.74
70c0e9cea701b822fe290b24c4230c061d526c722dfec71ae72b8079784558fc,3.58,3.08,3.56,3.67,4.0,3.34,3.73,3.77,3.71,4.0,12.0,13.0,17.0,15.0,20.0,19.0,22.0,22.0,7.0,9.0,3.65
714c94414f6053ff0116d41ac5a299a3e2aa37940a89c65c4df2d3743f2f80bd,2.0,1.85,2.59,3.31,3.41,3.08,3.25,3.64,3.08,3.25,12.0,10.0,17.0,21.0,22.0,20.0,16.0,11.0,20.0,14.0,3.02
737886b8293531733676f9b2fbb2d69ad012be48da50c3a066e6e8b04cd68a89,1.67,0.95,2.55,2.22,2.43,3.68,2.91,3.18,3.62,3.5,8.0,9.0,19.0,20.0,20.0,20.0,16.0,20.0,8.0,9.0,2.74
73ab86b98284ba5441fa0c292f0740861695729f71723f6293763a024d9d95f0,3.58,3.64,3.39,3.09,3.33,3.58,3.28,3.47,3.7,4.0,12.0,11.0,22.0,16.0,18.0,19.0,16.0,18.0,10.0,9.0,3.46
73c17942a95da1beff8ec52d2d10d8cb4deb493327e3c07936686ad82dcae2de,1.92,1.08,1.29,1.65,2.02,2.37,2.77,3.0,3.5,3.0,8.0,9.0,11.0,14.0,17.0,16.0,24.0,17.0,18.0,9.0,2.39
74bb7745a1ea51a83515167d5e9654a36f95cf8f962ff2725bcf9a4fc42fccd9,2.0,0.42,2.5,2.58,2.21,3.9,3.87,2.68,3.45,3.5,12.0,5.0,18.0,20.0,16.0,15.0,19.0,20.0,11.0,9.0,2.85
74fa1945a200e1f3ed7e6ea93b77e40abebf50fee65227d1ab2d9a234c86896c,2.0,1.41,3.05,2.34,3.02,3.32,2.82,3.69,3.5,4.0,12.0,11.0,22.0,14.0,20.0,19.0,19.0,16.0,18.0,9.0,2.97
75de4087aa8a73915a50119b52419f89cc435820dc7cab1ddac80c3a63166871,1.92,1.77,1.86,2.75,2.18,2.06,3.0,3.64,3.4,4.0,12.0,11.0,19.0,16.0,19.0,12.0,19.0,22.0,10.0,9.0,2.65
75e4ad6da6f685c756a3517d571978aaab51bd66b71032be659f7821c5a8a1ea,2.75,2.21,2.12,2.35,2.15,1.89,3.41,3.19,3.13,2.0,12.0,12.0,17.0,20.0,20.0,18.0,16.0,16.0,15.0,9.0,2.52
76d6ce3b79112b02768ca41fa32f43257ff029949b827d059566cf05f800cf17,1.33,1.42,1.88,3.05,2.75,2.86,2.9,3.4,3.71,4.0,8.0,10.0,14.0,20.0,18.0,18.0,20.0,20.0,7.0,9.0,2.79
7749db4962ccaa58ad32dc5e42610bb44a4c39881a8aecbe04e8872d589e401c,3.17,2.27,2.3,2.56,1.88,2.74,2.12,2.93,3.43,3.61,12.0,11.0,22.0,17.0,17.0,18.0,16.0,14.0,14.0,14.0,2.66
775b12c8ce4318c5df9cf21dc134a9da7f142299e5d0a95100135e1a4e11fe18,3.83,3.46,3.65,3.68,3.95,3.61,3.09,3.84,3.5,4.0,12.0,13.0,17.0,19.0,21.0,19.0,20.0,19.0,2.0,9.0,3.66
78f7a42601265f981c2f0c9789a0705bdfe7373b6f401bbcc5f2b20fd9bd285f,1.42,1.75,3.0,1.53,3.15,3.25,3.19,3.76,3.43,3.5,10.0,9.0,18.0,13.0,23.0,12.0,18.0,21.0,7.0,12.0,2.92
7920437daca6e73c4691983e8bd49138f53cdd72b52b67b32694de0943274c58,2.58,2.73,2.5,1.47,2.83,2.98,2.62,2.93,3.77,4.0,12.0,11.0,19.0,11.0,18.0,21.0,21.0,15.0,13.0,12.0,2.84
7961e1388cb732589c33b66a6b16dee5de1b01a5497c90121e0f38e660638e09,3.33,3.33,3.25,3.82,3.95,3.8,3.7,3.61,3.55,4.0,12.0,12.0,18.0,17.0,20.0,20.0,20.0,14.0,11.0,9.0,3.65
7979d3a38647292bf64e5c18e75605ac6481ff8723513556a77669eca52f265a,2.33,1.17,1.5,1.67,1.45,3.05,3.81,2.93,2.32,3.5,12.0,6.0,18.0,15.0,14.0,10.0,24.0,19.0,14.0,9.0,2.47
79bea504a3a66065ecbd370de6a1c2fe6311229c2ab3ea0a0d4b0eddef81d2f9,2.67,2.83,3.08,3.16,3.12,3.31,3.71,3.56,3.57,4.0,12.0,12.0,18.0,19.0,20.0,21.0,19.0,18.0,7.0,9.0,3.28
79e3a14d32a8019a43315fc9746c074593402840c6d3d89b2b77473a8d9945de,2.83,1.69,2.56,3.11,3.5,3.26,2.63,3.4,2.0,4.0,12.0,13.0,17.0,22.0,19.0,21.0,19.0,15.0,3.0,9.0,2.97
7a4f9e8d3948089f13063ef7bd21f3856bd612157495ac00ff582b0a75e3b41e,2.42,2.09,3.59,2.94,3.36,3.71,2.94,3.75,3.88,3.41,12.0,11.0,22.0,16.0,21.0,19.0,16.0,16.0,13.0,11.0,3.27
7a9fa003785e28a9ce4b6dd49880cf9f9d622b46f8589c2f59151259e6829779,3.42,3.42,3.75,3.82,3.85,3.95,3.75,3.5,3.73,4.0,12.0,12.0,18.0,17.0,20.0,20.0,20.0,14.0,11.0,9.0,3.74
7abb6c03a6f55b21fe0a2bf87951668c3eda864e446af7c5f0bc3cc1a5bcf815,2.5,2.91,3.24,3.06,2.58,2.98,3.13,3.68,3.75,4.0,12.0,11.0,19.0,16.0,18.0,18.0,19.0,14.0,16.0,9.0,3.16
7ae4e9001c10c78d289fa80ec4bb0ff22f262f435f4a5a47e8f244206d029c19,2.17,1.17,0.82,1.59,0.6,3.48,2.58,3.56,3.56,4.0,12.0,9.0,11.0,12.0,6.0,20.0,18.0,24.0,18.0,9.0,2.66
7af6e8c5098615b883a0c209e08c778822a326b41c72a8448d5a87d0081c53d3,3.0,3.23,3.0,3.21,3.05,3.2,3.33,3.39,3.7,4.0,12.0,13.0,17.0,19.0,19.0,20.0,21.0,18.0,5.0,9.0,3.25
7b537738a80b4bac0460231eded02b383f3314bca77c40bd25649fff644cd5b1,3.25,2.64,2.91,2.53,2.12,3.05,3.27,3.62,3.61,4.0,12.0,11.0,22.0,16.0,14.0,21.0,13.0,16.0,18.0,9.0,3.08
7b6b115bdcc5633f963ff6ca8b0497a4c5c0d7153fb143d320beb5fa71e2cf83,2.42,1.96,1.75,1.81,1.35,3.13,3.42,3.1,2.92,3.5,12.0,12.0,15.0,16.0,11.0,19.0,18.0,24.0,12.0,9.0,2.6
7b7ea62f9057b13dbcc56e45473f5bf1c72881e3260bae5574a2421a3c25bf72,2.83,2.86,3.41,2.53,3.16,3.37,2.68,2.68,3.58,4.0,12.0,11.0,22.0,16.0,19.0,19.0,11.0,18.0,12.0,9.0,3.1
7bf01fcdf89f9bfc5380bf91dd3f40c6cdc0c5c1ae5f86b24508aa6dad8fca66,2.67,2.27,3.55,2.91,2.08,3.14,3.53,3.81,3.92,4.0,12.0,11.0,22.0,16.0,15.0,18.0,18.0,16.0,12.0,9.0,3.2
7c33d9fd2d5553bcdff86993b933229f165150ea6ab0b8a7e2eb0cd1beff7f36,2.75,2.54,2.76,2.8,2.42,3.6,3.34,3.62,3.56,4.0,12.0,12.0,17.0,20.0,20.0,20.0,16.0,20.0,9.0,9.0,3.1
7cb07a46c2417c1a778d0d096df8111fbae3c75be44b724fc805b6e8f14b7c5a,2.17,2.77,2.93,3.03,2.35,3.12,2.27,3.62,3.88,4.0,12.0,11.0,22.0,17.0,17.0,20.0,13.0,20.0,8.0,9.0,2.98
7d1e7957c633e66854cd9f4620bc61d29df5f944bf7c4148ddb281dbe24dd8c2,2.58,2.59,2.98,2.44,2.08,3.05,2.83,3.42,3.67,4.0,12.0,11.0,22.0,16.0,18.0,19.0,19.0,20.0,6.0,9.0,2.89
7db0065e2069f806d164fa3b7f96326547d570dc590b582bfb939174af270c66,3.08,2.0,1.1,1.95,3.26,2.0,2.53,2.62,2.75,2.62,12.0,13.0,9.0,8.0,17.0,16.0,17.0,22.0,20.0,14.0,2.49
7e1b754b3d9ded506586619d76d9c5430351ba4952a78e061d6342a8310ff889,2.83,2.88,3.08,3.37,3.03,3.52,3.62,3.53,2.25,4.0,12.0,12.0,18.0,19.0,19.0,21.0,16.0,15.0,9.0,12.0,3.26
7f599e7c72b7c5039fd9c56e04b37de171f2a2efc55f59878a49b131f0e2eb99,2.83,2.64,2.52,2.31,2.71,2.34,2.97,2.8,3.53,4.0,10.0,11.0,22.0,14.0,17.0,13.0,18.0,17.0,17.0,12.0,2.85
811292e03a1a391ef51c114d2072ec4e22b172f5673f10761b078a445e609ec7,2.0,2.45,2.23,1.94,1.94,2.91,3.5,3.61,3.8,4.0,12.0,11.0,22.0,13.0,14.0,22.0,18.0,14.0,10.0,12.0,2.81
8138ab4f23725fd2bcf7fa36c7cfdb61e0c6300106f28238e2242da493ab8c1f,2.67,2.42,2.58,2.94,3.29,3.52,3.59,3.45,0.0,4.0,12.0,12.0,15.0,17.0,21.0,24.0,22.0,11.0,0.0,9.0,3.19
81545dc97404f526218d8f486c3d707805cb2298b855ffea713425864937e90e,0.92,0.58,0.9,2.06,2.2,2.91,1.88,3.16,2.94,3.69,4.0,5.0,6.0,13.0,22.0,16.0,18.0,19.0,16.0,13.0,2.44
81efb1dcf49701e03cdf7cc8eb88a97f1ee3584c0cd2936051fab401ea2b3491,2.75,3.45,3.34,3.65,1.9,2.92,2.34,3.5,3.33,4.0,12.0,11.0,22.0,17.0,14.0,17.0,16.0,16.0,15.0,9.0,3.1
822300623cf330359266da2ad2b2a2ffe1fa4d6e52bdb291a0618c0302b54bb7,2.33,2.5,2.12,2.33,2.18,2.96,3.38,3.18,3.75,4.0,12.0,12.0,20.0,20.0,16.0,13.0,21.0,20.0,12.0,9.0,2.81
823cc2a10c630ebbee9aab6b7f91bbcf08d19bfe7200f18d69edb8a946ce23c2,3.25,2.59,3.29,2.59,2.42,3.07,2.25,2.73,3.5,4.0,12.0,9.0,19.0,17.0,15.0,21.0,13.0,15.0,16.0,9.0,2.96
8260430110cbe25a4542fb251ede88d600e0fcd9189f87c43525bc736473b104,2.83,3.67,4.0,3.08,3.57,3.9,3.75,3.67,4.0,4.0,12.0,12.0,19.0,20.0,21.0,20.0,18.0,23.0,7.0,9.0,3.63
82a4d5f50f129f2decd96e6e577bfe819df1b6d13bdf4f747edd2deb0c2aab79,2.67,3.46,3.08,3.62,3.82,3.56,3.91,4.0,3.8,4.0,12.0,12.0,18.0,20.0,20.0,17.0,16.0,16.0,15.0,9.0,3.6
83122df778d58c4ab0e3a35ae6f0c367ef4a95cf33915104825c3ead3d2e14cf,3.0,3.32,3.45,3.69,3.07,3.85,4.0,3.67,4.0,4.0,12.0,11.0,19.0,16.0,21.0,20.0,13.0,18.0,8.0,9.0,3.57
836005ad74a7b6bd59b99fb717cd60d816600d5d2992e8c806c9fdfc8be043b4,1.0,1.08,1.95,2.55,2.7,2.92,3.62,3.06,2.94,4.0,4.0,6.0,22.0,20.0,23.0,18.0,17.0,17.0,8.0,9.0,2.72
8405f427c86846234061a875b6d705380cc16e030cd6dc81273d2717c794c5c8,3.0,2.21,3.7,3.32,3.48,3.61,3.5,3.25,3.09,4.0,12.0,8.0,15.0,20.0,20.0,23.0,19.0,16.0,11.0,9.0,3.38
85c7a415cfa14ca63a5423b2bc6ab505c87ed6573397098bee5d04613723d736,1.75,1.83,2.1,1.62,1.83,1.86,2.37,2.71,3.16,4.0,8.0,12.0,12.0,11.0,15.0,19.0,16.0,21.0,16.0,12.0,2.36
85f43e48dd6164ae64f5c9c6f4896f0acc1233d48e188c51f451d14fa099a0d8,2.42,2.41,2.55,1.82,1.55,2.48,2.22,3.11,3.5,4.0,12.0,11.0,21.0,11.0,13.0,18.0,23.0,23.0,10.0,9.0,2.57
86267da32ef14c1943de856cfb9b2fc556ef5516900abc90124ffd74c780b4b3,2.67,2.0,2.98,2.53,3.08,3.74,2.61,3.33,3.38,3.5,12.0,11.0,22.0,19.0,18.0,17.0,18.0,12.0,16.0,9.0,2.98
8638720330437f1ce9f9f6607b6d086170565cc6dd5f2b7ce4b28fddae2a1677,3.0,2.86,3.32,2.45,2.29,3.12,2.67,3.44,3.7,3.0,12.0,11.0,19.0,20.0,14.0,19.0,15.0,18.0,10.0,9.0,2.97
8677b324820f473b193b3090a601af3f625c4629f5a508ebf7dee89098b35aa9,3.25,3.54,3.41,3.36,3.57,3.31,3.95,3.64,4.0,4.0,12.0,13.0,17.0,22.0,21.0,21.0,21.0,11.0,3.0,9.0,3.55
8773f21e06db8aacf133caf5736c6d713f5239735b70e7d7a80270e5decd64cf,1.83,1.77,1.98,0.93,0.8,2.15,1.97,2.78,3.34,3.62,12.0,9.0,19.0,8.0,6.0,14.0,16.0,23.0,22.0,12.0,2.34
888cf73352fbff9e227a8da8157bfe1e3eb4399a9ddefadd31f33196bd1b20a7,2.5,3.36,3.16,2.91,2.44,2.78,3.25,3.94,3.6,3.88,12.0,11.0,22.0,17.0,17.0,18.0,16.0,16.0,15.0,12.0,3.16
8a8b68cbeba0a630ae48ee42997c595be91cb3eec3bbab5c3b90093353ddb4f6,2.33,2.42,1.35,3.14,2.83,3.38,2.62,3.34,3.36,4.0,12.0,13.0,11.0,18.0,23.0,21.0,12.0,16.0,11.0,9.0,2.91
8ab94b478ffb3593f13cf4a5d17327270c75adda166977008aef2162618e60a8,3.17,3.05,3.8,3.28,3.71,3.39,3.53,3.75,3.62,3.21,12.0,11.0,22.0,16.0,21.0,19.0,16.0,14.0,8.0,14.0,3.48
8ba007349a6b31663155dc48377c77fd31acf3987ff8bfe05392a384d0e707d5,1.83,2.5,2.29,1.35,2.02,3.34,2.59,3.09,3.12,3.04,8.0,12.0,17.0,14.0,16.0,16.0,16.0,14.0,13.0,14.0,2.54
8c1a7bf3ec8d773c09b3ba5d1b3356b085e5fcbb1f8707442a7b45402fe5d8ee,2.83,2.0,2.03,2.44,2.08,2.46,3.0,3.35,3.75,4.0,12.0,13.0,16.0,16.0,18.0,20.0,23.0,20.0,4.0,9.0,2.68
8c6c4581ed8dc948bd370c3139fcf438cc37b65f8433845206dc1ca55e1e5c52,0.92,1.46,0.88,1.21,1.66,2.15,3.53,2.86,2.81,3.71,8.0,7.0,14.0,11.0,16.0,14.0,19.0,21.0,18.0,14.0,2.32
8d60fea53224a2302e028aeb66f8ed4156917a78e10909a63ef545fe0f9ffd39,2.25,2.0,3.17,2.76,3.28,3.68,3.03,3.37,1.0,4.0,10.0,12.0,18.0,19.0,20.0,20.0,18.0,19.0,3.0,9.0,3.06
8d9d18a736c8fa6927588cd674a3658b537030b1ab3f80c58bcca0fc31f1c440,2.92,2.81,3.09,3.0,2.37,3.08,2.93,3.64,2.82,3.5,12.0,13.0,17.0,16.0,16.0,19.0,19.0,14.0,11.0,9.0,3.0
8dcc411eaf83f049d68cf2c8db23abd843858cb0d18f8cde23092db57592f40e,2.5,1.29,1.44,1.5,1.83,1.87,3.37,2.98,3.0,4.0,12.0,10.0,11.0,11.0,15.0,16.0,19.0,22.0,12.0,12.0,2.47
8dd3c7eb0da0a19110c7422a3467ce26222f61579cdb93bb03f4751015826831,2.08,1.92,1.18,1.91,2.5,2.94,3.55,2.95,3.57,4.0,12.0,13.0,11.0,17.0,15.0,17.0,21.0,22.0,7.0,9.0,2.66
8e4c57fb8c1146b55e8f3b5393ebbd9c319906a0e815054285347b673857581e,2.33,2.15,2.74,2.58,2.98,2.3,2.95,3.5,4.0,4.0,12.0,10.0,17.0,19.0,22.0,20.0,21.0,20.0,3.0,9.0,2.85
8e8c6a83cd64e800f45d4f464ff12087cac5f43c3d18e4e3736a22957f68cc3f,1.42,1.55,2.34,2.0,2.0,2.5,3.04,2.87,3.58,4.0,8.0,11.0,22.0,13.0,18.0,17.0,11.0,23.0,12.0,12.0,2.55
8f02f7bcff76d78229ea27de3605962843a4d7e78a19b487ff057a751639db44,2.33,2.59,2.73,2.53,2.24,2.61,2.76,2.91,3.67,4.0,12.0,11.0,22.0,16.0,20.0,17.0,19.0,16.0,12.0,9.0,2.76
8ff7118f7a00b746d66e982d3af7ec3ff32638f0704da7d8ad04517b75f6b08e,1.92,3.64,3.13,3.38,3.43,2.26,3.12,3.31,3.73,4.0,12.0,11.0,19.0,17.0,22.0,17.0,21.0,13.0,15.0,12.0,3.18
9046e277b2c2d7d5ed130a2b079500900e62a2be177a1e05cc847cb40cfdd8b5,3.17,1.75,3.5,3.48,3.71,4.0,3.95,3.69,2.44,4.0,12.0,10.0,15.0,20.0,19.0,19.0,19.0,16.0,6.0,12.0,3.52
91befbe0079a4b546d5b0049cc09d42eaccf4f8e286829381545f88b36ef47f1,2.83,2.36,2.93,2.19,1.71,3.25,2.58,3.43,3.5,3.18,12.0,11.0,22.0,16.0,18.0,20.0,13.0,14.0,14.0,11.0,2.79
9203ebdb160f4b72e3fd6d6bf83d1805c6dfb78157c02e2d15a42cd25ce39800,2.0,1.69,3.2,2.16,1.95,3.08,3.0,2.81,3.25,3.5,12.0,13.0,15.0,19.0,20.0,19.0,16.0,18.0,12.0,9.0,2.62
9287c3ffbbddf8a19af6fb98332a4389ee544ec5f7b67fe1190ac43e031c563c,2.67,2.23,0.73,1.91,2.0,2.79,2.67,3.17,3.67,3.88,12.0,11.0,10.0,14.0,18.0,21.0,22.0,21.0,9.0,12.0,2.6
938aae3930126d455182f349dea9aaf435c81212062e3a59dc0ff37187a69201,1.58,1.59,1.57,1.25,2.02,2.97,2.5,3.03,3.47,4.0,8.0,8.0,16.0,11.0,20.0,18.0,19.0,16.0,15.0,9.0,2.44
93bac16b1b145516b6dab8e099814043061531aec9c3cdffca6565993c9f098b,2.58,2.65,2.88,3.03,3.29,3.1,3.75,3.55,3.0,4.0,12.0,13.0,17.0,19.0,19.0,20.0,16.0,22.0,5.0,9.0,3.19
93f3b19085c047dce60eeebd208ad83da981bdf76a613fdc77286d357a532b48,1.83,2.55,2.26,1.44,1.5,3.17,2.94,3.19,3.75,4.0,8.0,11.0,19.0,13.0,15.0,21.0,16.0,21.0,8.0,12.0,2.68
93f4722c06790f5bf1a5a4e5c0a99c8ab95126933df9a72ac3a7e0cdd95bc2b2,1.25,0.45,1.03,1.78,1.83,1.12,2.91,2.9,3.22,2.95,8.0,2.0,7.0,18.0,15.0,11.0,22.0,12.0,23.0,19.0,2.33
93fd0ffd0a472e8d776b649f8d1a401efc5e950090db04b84bce908b64d47ed8,3.08,3.58,3.5,3.89,3.86,3.82,3.8,3.61,3.82,4.0,12.0,12.0,18.0,19.0,21.0,17.0,15.0,18.0,11.0,9.0,3.7
95eb7aed038575fd6e68a8bf23c255ed4fa971d93d9dd18a504ab83a4f050260,2.17,2.54,2.47,2.68,3.18,3.26,2.72,3.0,2.8,3.5,12.0,13.0,17.0,19.0,20.0,17.0,15.0,12.0,15.0,9.0,2.83
971541168c4eb00e39a24511c21f1414bd4926c8d456fc0ce8a92277b5539677,2.42,3.23,2.39,2.47,2.58,3.5,3.24,3.5,2.76,4.0,12.0,11.0,19.0,19.0,15.0,17.0,21.0,20.0,14.0,9.0,2.98
992bda93b9ca85255d635956517474c608ab0d280f2e74903964f13e84bacbec,2.67,3.15,2.26,3.11,3.22,3.16,2.79,3.21,2.15,4.0,12.0,13.0,17.0,19.0,20.0,22.0,19.0,14.0,9.0,9.0,2.97
9976a0f03ae2a5235cea001d0f224ec771db6291ffb09120e51c167b168d97cc,2.08,2.42,2.26,2.22,1.75,3.44,3.02,3.56,3.0,3.5,12.0,12.0,17.0,17.0,15.0,24.0,20.0,16.0,6.0,9.0,2.74
9a2a21e275ef42691bde1749db49d358d654e97a22b65ea8fa09392c1ea54137,1.58,1.27,1.8,2.25,1.64,3.12,3.22,3.15,3.4,3.12,12.0,10.0,12.0,18.0,12.0,20.0,18.0,20.0,10.0,12.0,2.56
9a6bab0b730ad585a108b19943faed9b9b0ab76214dbfc1d332fd1dcd8c6517b,1.25,2.59,2.7,2.17,3.18,3.36,3.42,3.5,3.25,4.0,8.0,11.0,22.0,15.0,20.0,21.0,13.0,14.0,12.0,12.0,3.01
9a7af30d5cb45dbc93078e7da4c79ce88e7d4405e57f8592dc4089b0f2f59cc5,1.17,2.42,1.79,2.41,1.93,3.19,3.64,3.26,3.27,4.0,8.0,12.0,17.0,17.0,21.0,21.0,18.0,17.0,11.0,9.0,2.72
9b4ea4b792d93f6296559715ca4d6d94ca340337d6833b50b23142a1e2ff1fe3,2.17,2.86,3.11,2.47,3.17,3.57,3.43,3.86,3.57,4.0,12.0,11.0,22.0,16.0,18.0,15.0,15.0,14.0,14.0,9.0,3.2
9b5af51578795ff1911ed577ea6c2437b9e39b9694c11d562cad221443570223,2.0,3.14,2.39,2.38,3.0,2.68,3.39,3.45,3.11,4.0,12.0,11.0,19.0,17.0,21.0,17.0,14.0,20.0,9.0,12.0,2.93
9c8641520144907ba0baba6625481dcdf9c69751b94861ed9d5ba17aa87bef2f,2.67,2.58,1.67,2.83,2.6,3.02,2.74,2.18,2.67,3.5,12.0,13.0,15.0,15.0,20.0,18.0,21.0,19.0,6.0,9.0,2.61
9dfda855302188726b9eef6a834eb152f481f2f1206b728c09795ab0c6fe8418,1.67,1.5,2.0,2.79,2.14,3.62,3.67,3.72,3.88,4.0,8.0,9.0,19.0,17.0,21.0,20.0,24.0,20.0,12.0,9.0,2.99
9e1cc62e677899a5784c3832d43522525d6bd98d5a33f8ecd2798931d8e1ca0c,2.58,2.77,1.65,3.05,3.15,3.2,3.19,3.07,3.4,4.0,10.0,13.0,14.0,16.0,23.0,20.0,18.0,14.0,10.0,9.0,3.0
9e214721d9ad859fc54b6837b0ad0da016cabf50fbea628e8aecf38c3036424e,1.92,1.09,2.37,2.74,2.59,3.07,2.28,3.21,3.5,2.59,12.0,9.0,19.0,17.0,17.0,22.0,16.0,14.0,10.0,11.0,2.59
9e846c1c9e225a365b5da45a93f7090e3abfb92cf4a2d374c0cdd1c22d4c4475,2.92,3.55,3.53,3.58,3.35,3.44,3.84,3.89,3.88,4.0,12.0,11.0,19.0,19.0,23.0,18.0,19.0,18.0,8.0,9.0,3.58
9eda410b9a82fdef05929b9ea17eab54d1d440bcdb9f7ee94d65306d96356aaa,1.75,1.77,2.75,3.46,2.92,3.09,3.33,3.79,3.5,4.0,12.0,11.0,22.0,14.0,15.0,16.0,15.0,14.0,18.0,15.0,3.08
