Semester,GPA,CPA,TC qua,Acc,Debt,Reg,Level,Warning,Missing,No count,Prog,Relative Term,EncryptedID
20182,2.93,3.1,15,26,0,26,Năm thứ nhất,Mức 0, , ,KT hóa học 2018,2,7ab5126d68143fc53b0b8e1f38aa45be3cd93dce9b40ac90fd4d3f282fbff7d8
20191,3.45,3.2,20,35,0,46,Năm thứ hai,Mức 0, ,"CH2000,Nhập môn kỹ thuật hóa học;MI1142,Đại số;CH1012,Hóa học 1;MI1112,Giải tích I;",Điện tử 2018,3,7ab5126d68143fc53b0b8e1f38aa45be3cd93dce9b40ac90fd4d3f282fbff7d8
20192,3.02,3.13,21,56,0,67,Năm thứ hai,Mức 0, ,"CH2000,Nhập môn kỹ thuật hóa học;MI1142,Đại số;CH1012,Hóa học 1;MI1112,Giải tích I;",Điện tử 2018,4,7ab5126d68143fc53b0b8e1f38aa45be3cd93dce9b40ac90fd4d3f282fbff7d8
20201,3.55,3.37,20,78,0,89,Năm thứ ba,Mức 0, ,"CH2000,Nhập môn kỹ thuật hóa học;MI1142,Đại số;CH1012,Hóa học 1;MI1112,Giải tích I;",Điện tử 2018,5,7ab5126d68143fc53b0b8e1f38aa45be3cd93dce9b40ac90fd4d3f282fbff7d8
20202,3.78,3.45,20,98,0,109,Năm thứ tư,Mức 0, ,"CH2000,Nhập môn kỹ thuật hóa học;MI1142,Đại số;CH1012,Hóa học 1;MI1112,Giải tích I;",Điện tử 2018,6,7ab5126d68143fc53b0b8e1f38aa45be3cd93dce9b40ac90fd4d3f282fbff7d8
20211,3.7,3.46,20,123,0,134,Năm thứ tư,Mức 0, ,"CH2000,Nhập môn kỹ thuật hóa học;MI1142,Đại số;CH1012,Hóa học 1;MI1112,Giải tích I;",Điện tử 2018,7,7ab5126d68143fc53b0b8e1f38aa45be3cd93dce9b40ac90fd4d3f282fbff7d8
20212,3.45,3.46,19,142,0,153,Năm thứ năm,Mức 0, ,"CH2000,Nhập môn kỹ thuật hóa học;MI1142,Đại số;CH1012,Hóa học 1;MI1112,Giải tích I;",Điện tử 2018,8,7ab5126d68143fc53b0b8e1f38aa45be3cd93dce9b40ac90fd4d3f282fbff7d8
20221,3.57,3.58,21,156,0,167,Năm thứ năm,Mức 0, ,"CH2000,Nhập môn kỹ thuật hóa học;MI1142,Đại số;CH1012,Hóa học 1;MI1112,Giải tích I;",Điện tử 2018,9,7ab5126d68143fc53b0b8e1f38aa45be3cd93dce9b40ac90fd4d3f282fbff7d8
20181,1.42,1.42,8,8,4,12,Năm thứ nhất,Mức 0, , ,Điện tử 2018,1,2c1d92413e613d990fb5b670e2e25917d297e139b56ac6ed7413b3d7c7f1f6f9
20182,1.43,1.42,8,16,10,26,Năm thứ nhất,Mức 0, , ,Điện tử 2018,2,2c1d92413e613d990fb5b670e2e25917d297e139b56ac6ed7413b3d7c7f1f6f9
20191,1.47,1.55,10,26,12,38,Năm thứ nhất,Mức 0, , ,Điện tử 2018,3,2c1d92413e613d990fb5b670e2e25917d297e139b56ac6ed7413b3d7c7f1f6f9
20192,1.97,1.68,14,40,14,54,Năm thứ hai,Mức 0, , ,Điện tử 2018,4,2c1d92413e613d990fb5b670e2e25917d297e139b56ac6ed7413b3d7c7f1f6f9
20201,2.35,1.98,17,57,9,66,Năm thứ hai,Mức 0, , ,Điện tử 2018,5,2c1d92413e613d990fb5b670e2e25917d297e139b56ac6ed7413b3d7c7f1f6f9
20202,2.43,2.19,22,79,5,84,Năm thứ ba,Mức 0, , ,Điện tử 2018,6,2c1d92413e613d990fb5b670e2e25917d297e139b56ac6ed7413b3d7c7f1f6f9
20211,3.34,2.45,19,98,3,101,Năm thứ tư,Mức 0, , ,Điện tử 2018,7,2c1d92413e613d990fb5b670e2e25917d297e139b56ac6ed7413b3d7c7f1f6f9
20212,2.55,2.53,18,116,3,119,Năm thứ tư,Mức 0, , ,Điện tử 2018,8,2c1d92413e613d990fb5b670e2e25917d297e139b56ac6ed7413b3d7c7f1f6f9
20221,2.65,2.55,20,136,6,142,Năm thứ năm,Mức 0, , ,Điện tử 2018,9,2c1d92413e613d990fb5b670e2e25917d297e139b56ac6ed7413b3d7c7f1f6f9
20222,3.26,2.68,17,153,3,156,Năm thứ năm,Mức 0, , ,Điện tử 2018,10,2c1d92413e613d990fb5b670e2e25917d297e139b56ac6ed7413b3d7c7f1f6f9
20231,3.5,2.74,3,156,0,156,Năm thứ năm,Mức 0, , ,Điện tử 2018,11,2c1d92413e613d990fb5b670e2e25917d297e139b56ac6ed7413b3d7c7f1f6f9
20181,1.25,1.25,8,8,4,12,Năm thứ nhất,Mức 0, , ,Điện tử 2018,1,400ebeeea305e7a1836a99b90d0d1f2dcd1be1398eba1dfa8ed8abef750f4cb3
20182,2.14,1.73,11,19,7,26,Năm thứ nhất,Mức 0, , ,Điện tử 2018,2,400ebeeea305e7a1836a99b90d0d1f2dcd1be1398eba1dfa8ed8abef750f4cb3
20191,2.46,2.14,14,37,3,40,Năm thứ hai,Mức 0, , ,Điện tử 2018,3,400ebeeea305e7a1836a99b90d0d1f2dcd1be1398eba1dfa8ed8abef750f4cb3
20192,1.65,2.14,10,47,3,50,Năm thứ hai,Mức 0, , ,Điện tử 2018,4,400ebeeea305e7a1836a99b90d0d1f2dcd1be1398eba1dfa8ed8abef750f4cb3
20201,1.67,2.06,13,65,5,70,Năm thứ ba,Mức 0, , ,Điện tử 2018,5,400ebeeea305e7a1836a99b90d0d1f2dcd1be1398eba1dfa8ed8abef750f4cb3
20202,2.6,2.19,21,86,5,91,Năm thứ ba,Mức 0, , ,Điện tử 2018,6,400ebeeea305e7a1836a99b90d0d1f2dcd1be1398eba1dfa8ed8abef750f4cb3
20211,3.21,2.39,19,107,5,112,Năm thứ tư,Mức 0, , ,Điện tử 2018,7,400ebeeea305e7a1836a99b90d0d1f2dcd1be1398eba1dfa8ed8abef750f4cb3
20212,2.48,2.41,18,125,7,132,Năm thứ tư,Mức 0, , ,Điện tử 2018,8,400ebeeea305e7a1836a99b90d0d1f2dcd1be1398eba1dfa8ed8abef750f4cb3
20221,2.84,2.52,16,141,3,144,Năm thứ năm,Mức 0, , ,Điện tử 2018,9,400ebeeea305e7a1836a99b90d0d1f2dcd1be1398eba1dfa8ed8abef750f4cb3
20222,2.94,2.63,17,156,0,156,Năm thứ năm,Mức 0, , ,Điện tử 2018,10,400ebeeea305e7a1836a99b90d0d1f2dcd1be1398eba1dfa8ed8abef750f4cb3
20181,0.83,0.83,4,4,8,12,Năm thứ nhất,Mức 0, , ,Điện tử 2018,1,f9fbf00f1816e62e0148a3d882cbacbd31d007ce7ccd8819001458c324794a38
20182,0.64,0.73,9,13,13,26,Năm thứ nhất,Mức 0, , ,Điện tử 2018,2,f9fbf00f1816e62e0148a3d882cbacbd31d007ce7ccd8819001458c324794a38
20191,1.62,1.13,9,22,18,40,Năm thứ nhất,Mức 0, , ,Điện tử 2018,3,f9fbf00f1816e62e0148a3d882cbacbd31d007ce7ccd8819001458c324794a38
20192,1,1.18,7,29,22,51,Năm thứ nhất,Mức 0, , ,Điện tử 2018,4,f9fbf00f1816e62e0148a3d882cbacbd31d007ce7ccd8819001458c324794a38
20201,1,1.47,11,40,13,53,Năm thứ hai,Mức 0, , ,Điện tử 2018,5,f9fbf00f1816e62e0148a3d882cbacbd31d007ce7ccd8819001458c324794a38
20202,1.19,1.46,12,52,16,68,Năm thứ hai,Mức 0, , ,Điện tử 2018,6,f9fbf00f1816e62e0148a3d882cbacbd31d007ce7ccd8819001458c324794a38
20211,0.88,1.52,8,66,15,81,Năm thứ ba,Mức 1, , ,Điện tử 2018,7,f9fbf00f1816e62e0148a3d882cbacbd31d007ce7ccd8819001458c324794a38
20212,1.56,1.58,15,81,15,96,Năm thứ ba,Mức 0, , ,Điện tử 2018,8,f9fbf00f1816e62e0148a3d882cbacbd31d007ce7ccd8819001458c324794a38
20221,0.79,1.58,8,94,18,112,Năm thứ ba,Mức 0, , ,Điện tử 2018,9,f9fbf00f1816e62e0148a3d882cbacbd31d007ce7ccd8819001458c324794a38
20222,1,1.61,4,96,20,116,Năm thứ tư,Mức 1, , ,Điện tử 2018,10,f9fbf00f1816e62e0148a3d882cbacbd31d007ce7ccd8819001458c324794a38
20231, ,1.61,0,96,20,116,Năm thứ tư,Mức 0, , ,Điện tử 2018,11,f9fbf00f1816e62e0148a3d882cbacbd31d007ce7ccd8819001458c324794a38
20181,1.67,1.67,8,8,4,12,Năm thứ nhất,Mức 0, , ,Điện tử 2018,1,fc312682d0beeee7aa25daa7e6c9957d1993a8f23ef3d07ebfea20ba6987203e
20182,1.14,1.38,11,19,7,26,Năm thứ nhất,Mức 0, , ,Điện tử 2018,2,fc312682d0beeee7aa25daa7e6c9957d1993a8f23ef3d07ebfea20ba6987203e
20191,1.57,1.45,10,29,11,40,Năm thứ nhất,Mức 0, , ,Điện tử 2018,3,fc312682d0beeee7aa25daa7e6c9957d1993a8f23ef3d07ebfea20ba6987203e
20192,1.75,1.61,9,38,11,49,Năm thứ hai,Mức 0, , ,Điện tử 2018,4,fc312682d0beeee7aa25daa7e6c9957d1993a8f23ef3d07ebfea20ba6987203e
20201,1.69,1.69,15,57,13,70,Năm thứ hai,Mức 0, , ,Điện tử 2018,5,fc312682d0beeee7aa25daa7e6c9957d1993a8f23ef3d07ebfea20ba6987203e
20202,2.28,1.88,15,72,13,87,Năm thứ ba,Mức 0, , ,Điện tử 2018,6,fc312682d0beeee7aa25daa7e6c9957d1993a8f23ef3d07ebfea20ba6987203e
20211,2.46,2.21,21,98,9,109,Năm thứ tư,Mức 0, , ,Điện tử 2018,7,fc312682d0beeee7aa25daa7e6c9957d1993a8f23ef3d07ebfea20ba6987203e
20212,2.31,2.27,18,118,9,127,Năm thứ tư,Mức 0, , ,Điện tử 2018,8,fc312682d0beeee7aa25daa7e6c9957d1993a8f23ef3d07ebfea20ba6987203e
20221,2.61,2.36,16,134,9,143,Năm thứ năm,Mức 0, ,"CLS400,Tiếng Anh định hướng TOEIC 400;",Điện tử 2018,9,fc312682d0beeee7aa25daa7e6c9957d1993a8f23ef3d07ebfea20ba6987203e
20222,1.75,2.46,9,143,3,146,Năm thứ năm,Mức 0, ,"CLS400,Tiếng Anh định hướng TOEIC 400;",Điện tử 2018,10,fc312682d0beeee7aa25daa7e6c9957d1993a8f23ef3d07ebfea20ba6987203e
20231,3.25,2.57,12,155,0,155,Năm thứ năm,Mức 0, , ,Điện tử 2018,11,fc312682d0beeee7aa25daa7e6c9957d1993a8f23ef3d07ebfea20ba6987203e
20181,0.92,0.92,4,4,8,12,Năm thứ nhất,Mức 0, , ,Điện tử 2018,1,e21cb950024482c93d07036b1e29dbe8d2e1db123cd7b034a8a26683328397d1
20182,1.5,1.23,14,18,8,26,Năm thứ nhất,Mức 0, , ,Điện tử 2018,2,e21cb950024482c93d07036b1e29dbe8d2e1db123cd7b034a8a26683328397d1
20191,1.47,1.32,11,29,13,42,Năm thứ nhất,Mức 0, , ,Điện tử 2018,3,e21cb950024482c93d07036b1e29dbe8d2e1db123cd7b034a8a26683328397d1
20192,1.75,1.45,18,47,13,60,Năm thứ hai,Mức 0, , ,Điện tử 2018,4,e21cb950024482c93d07036b1e29dbe8d2e1db123cd7b034a8a26683328397d1
20201,2.56,1.9,14,65,10,75,Năm thứ ba,Mức 0, , ,Điện tử 2018,5,e21cb950024482c93d07036b1e29dbe8d2e1db123cd7b034a8a26683328397d1
20202,3.38,2.16,16,81,10,91,Năm thứ ba,Mức 0, , ,Điện tử 2018,6,e21cb950024482c93d07036b1e29dbe8d2e1db123cd7b034a8a26683328397d1
20211,3.03,2.5,17,104,3,107,Năm thứ tư,Mức 0, , ,Điện tử 2018,7,e21cb950024482c93d07036b1e29dbe8d2e1db123cd7b034a8a26683328397d1
20212,3.56,2.72,18,122,0,122,Năm thứ tư,Mức 0, , ,Điện tử 2018,8,e21cb950024482c93d07036b1e29dbe8d2e1db123cd7b034a8a26683328397d1
20221,3.89,2.88,19,141,0,141,Năm thứ năm,Mức 0, , ,Điện tử 2018,9,e21cb950024482c93d07036b1e29dbe8d2e1db123cd7b034a8a26683328397d1
20222,4,2.98,14,155,0,155,Năm thứ năm,Mức 0, , ,Điện tử 2018,10,e21cb950024482c93d07036b1e29dbe8d2e1db123cd7b034a8a26683328397d1
20181,1.92,1.92,8,8,4,12,Năm thứ nhất,Mức 0, , ,Điện tử 2018,1,39645871c7aa498c2ef39bad1817e01521504cf21a20d49f2db46080dd471efa
20182,2.39,2.17,14,22,4,26,Năm thứ nhất,Mức 0, , ,Điện tử 2018,2,39645871c7aa498c2ef39bad1817e01521504cf21a20d49f2db46080dd471efa
20191,3.12,2.77,16,42,0,42,Năm thứ hai,Mức 0, , ,Điện tử 2018,3,39645871c7aa498c2ef39bad1817e01521504cf21a20d49f2db46080dd471efa
20192,3.6,3.04,20,62,0,62,Năm thứ hai,Mức 0, , ,Điện tử 2018,4,39645871c7aa498c2ef39bad1817e01521504cf21a20d49f2db46080dd471efa
20201,3.59,3.16,17,79,0,79,Năm thứ ba,Mức 0, , ,Điện tử 2018,5,39645871c7aa498c2ef39bad1817e01521504cf21a20d49f2db46080dd471efa
20202,3.81,3.3,21,100,0,100,Năm thứ tư,Mức 0, , ,Điện tử 2018,6,39645871c7aa498c2ef39bad1817e01521504cf21a20d49f2db46080dd471efa
20211,3.68,3.36,19,119,0,119,Năm thứ tư,Mức 0, , ,Điện tử 2018,7,39645871c7aa498c2ef39bad1817e01521504cf21a20d49f2db46080dd471efa
20212,3.57,3.38,14,133,0,133,Năm thứ năm,Mức 0, , ,Điện tử 2018,8,39645871c7aa498c2ef39bad1817e01521504cf21a20d49f2db46080dd471efa
20221,2.3,3.37,13,143,3,146,Năm thứ năm,Mức 0, , ,Điện tử 2018,9,39645871c7aa498c2ef39bad1817e01521504cf21a20d49f2db46080dd471efa
20222,4,3.42,12,155,3,158,Năm thứ năm,Mức 0, , ,Điện tử 2018,10,39645871c7aa498c2ef39bad1817e01521504cf21a20d49f2db46080dd471efa
20181,1.17,1.17,4,4,8,12,Năm thứ nhất,Mức 0, , ,Điện tử 2018,1,64908fa765a54d886637f24ede7506d6ffb562ec28fba76633437583e7cb3e16
20182,1.36,1.27,11,15,11,26,Năm thứ nhất,Mức 0, , ,Điện tử 2018,2,64908fa765a54d886637f24ede7506d6ffb562ec28fba76633437583e7cb3e16
20191,1.07,1.35,8,27,13,40,Năm thứ nhất,Mức 0, , ,Điện tử 2018,3,64908fa765a54d886637f24ede7506d6ffb562ec28fba76633437583e7cb3e16
20192,2.12,1.56,12,36,13,49,Năm thứ hai,Mức 0, , ,Điện tử 2018,4,64908fa765a54d886637f24ede7506d6ffb562ec28fba76633437583e7cb3e16
20201,2.39,1.85,18,58,11,69,Năm thứ hai,Mức 0, , ,Điện tử 2018,5,64908fa765a54d886637f24ede7506d6ffb562ec28fba76633437583e7cb3e16
20202,3.02,2.12,21,79,11,90,Năm thứ ba,Mức 0, , ,Điện tử 2018,6,64908fa765a54d886637f24ede7506d6ffb562ec28fba76633437583e7cb3e16
20211,3.02,2.29,21,100,11,111,Năm thứ tư,Mức 0, , ,Điện tử 2018,7,64908fa765a54d886637f24ede7506d6ffb562ec28fba76633437583e7cb3e16
20212,2.45,2.37,8,108,11,119,Năm thứ tư,Mức 0, , ,Điện tử 2018,8,64908fa765a54d886637f24ede7506d6ffb562ec28fba76633437583e7cb3e16
20221,1.27,2.48,11,119,0,119,Năm thứ tư,Mức 0, , ,Điện tử 2018,9,64908fa765a54d886637f24ede7506d6ffb562ec28fba76633437583e7cb3e16
20222, ,2.48,0,119,0,119,Năm thứ tư,Mức 0, , ,Điện tử 2018,10,64908fa765a54d886637f24ede7506d6ffb562ec28fba76633437583e7cb3e16
20231,3.5,2.53,6,125,0,125,Năm thứ tư,Mức 0, , ,Điện tử 2018,11,64908fa765a54d886637f24ede7506d6ffb562ec28fba76633437583e7cb3e16
20181,2.75,2.75,12,12,0,12,Năm thứ nhất,Mức 0, , ,Điện tử 2018,1,f4a457d4376062ed3275f6b1f10e97891dd62564410d5afc5c09a7ee893d5982
20182,2.61,2.67,14,26,0,26,Năm thứ nhất,Mức 0, , ,Điện tử 2018,2,f4a457d4376062ed3275f6b1f10e97891dd62564410d5afc5c09a7ee893d5982
20191,3.47,2.98,16,42,0,42,Năm thứ hai,Mức 0, , ,Điện tử 2018,3,f4a457d4376062ed3275f6b1f10e97891dd62564410d5afc5c09a7ee893d5982
20192,3.7,3.21,20,62,0,62,Năm thứ hai,Mức 0, , ,Điện tử 2018,4,f4a457d4376062ed3275f6b1f10e97891dd62564410d5afc5c09a7ee893d5982
20201,3.78,3.35,18,82,0,82,Năm thứ ba,Mức 0, , ,Điện tử 2018,5,f4a457d4376062ed3275f6b1f10e97891dd62564410d5afc5c09a7ee893d5982
20202,3.69,3.42,21,103,0,103,Năm thứ tư,Mức 0, , ,Điện tử 2018,6,f4a457d4376062ed3275f6b1f10e97891dd62564410d5afc5c09a7ee893d5982
20211,3.58,3.45,18,121,0,121,Năm thứ tư,Mức 0, , ,Điện tử 2018,7,f4a457d4376062ed3275f6b1f10e97891dd62564410d5afc5c09a7ee893d5982
20212,3.42,3.44,19,140,0,140,Năm thứ năm,Mức 0, , ,Điện tử 2018,8,f4a457d4376062ed3275f6b1f10e97891dd62564410d5afc5c09a7ee893d5982
20221,3.71,3.47,17,157,0,157,Năm thứ năm,Mức 0, , ,Điện tử 2018,9,f4a457d4376062ed3275f6b1f10e97891dd62564410d5afc5c09a7ee893d5982
20181,0.92,0.92,4,4,8,12,Năm thứ nhất,Mức 0, , ,Điện tử 2018,1,fc56b9b1addd09831ddac7731c83e2dea5338b3d8a7f44f8f919326bff4db2bc
20182,1.29,1.12,11,15,11,26,Năm thứ nhất,Mức 0, , ,Điện tử 2018,2,fc56b9b1addd09831ddac7731c83e2dea5338b3d8a7f44f8f919326bff4db2bc
20191,1.58,1.47,10,29,9,38,Năm thứ nhất,Mức 0, , ,Điện tử 2018,3,fc56b9b1addd09831ddac7731c83e2dea5338b3d8a7f44f8f919326bff4db2bc
20192,1.53,1.49,10,39,14,53,Năm thứ hai,Mức 0, , ,Điện tử 2018,4,fc56b9b1addd09831ddac7731c83e2dea5338b3d8a7f44f8f919326bff4db2bc
20201,1.56,1.59,12,54,15,69,Năm thứ hai,Mức 0, , ,Điện tử 2018,5,fc56b9b1addd09831ddac7731c83e2dea5338b3d8a7f44f8f919326bff4db2bc
20202,2.38,1.97,17,71,9,80,Năm thứ ba,Mức 0, , ,Điện tử 2018,6,fc56b9b1addd09831ddac7731c83e2dea5338b3d8a7f44f8f919326bff4db2bc
20211,2.76,2.23,21,94,5,99,Năm thứ ba,Mức 0, , ,Điện tử 2018,7,fc56b9b1addd09831ddac7731c83e2dea5338b3d8a7f44f8f919326bff4db2bc
20212,3.61,2.4,14,108,5,113,Năm thứ tư,Mức 0, , ,Điện tử 2018,8,fc56b9b1addd09831ddac7731c83e2dea5338b3d8a7f44f8f919326bff4db2bc
20221,3.11,2.53,22,133,5,138,Năm thứ năm,Mức 0, ,"CLS400,Tiếng Anh định hướng TOEIC 400;",Điện tử 2018,9,fc56b9b1addd09831ddac7731c83e2dea5338b3d8a7f44f8f919326bff4db2bc
20222,2.77,2.6,11,144,2,146,Năm thứ năm,Mức 0, ,"CLS400,Tiếng Anh định hướng TOEIC 400;",Điện tử 2018,10,fc56b9b1addd09831ddac7731c83e2dea5338b3d8a7f44f8f919326bff4db2bc
20231,4,2.69,9,155,0,157,Năm thứ năm,Mức 0,SSH1050;, ,Điện tử 2018,11,fc56b9b1addd09831ddac7731c83e2dea5338b3d8a7f44f8f919326bff4db2bc
20181,1.17,1.17,8,8,4,12,Năm thứ nhất,Mức 0, , ,Điện tử 2018,1,93f9314c8f885d9e2b6a2866345ad6cc20daab59ac3bd601c528d42d7360fa5e
20182,1.21,1.19,6,14,12,26,Năm thứ nhất,Mức 0, , ,Điện tử 2018,2,93f9314c8f885d9e2b6a2866345ad6cc20daab59ac3bd601c528d42d7360fa5e
20191,1.1,1.5,11,25,15,43,Năm thứ nhất,Mức 1, ,"PH1110,Vật lý đại cương I;",Điện tử 2018,3,93f9314c8f885d9e2b6a2866345ad6cc20daab59ac3bd601c528d42d7360fa5e
20192,0.97,1.55,8,33,17,53,Năm thứ hai,Mức 2, ,"PH1110,Vật lý đại cương I;",Điện tử 2018,4,93f9314c8f885d9e2b6a2866345ad6cc20daab59ac3bd601c528d42d7360fa5e
20201,0.44,1.27,3,36,31,70,Năm thứ hai,Mức 3, ,"PH1110,Vật lý đại cương I;",Điện tử 2018,5,93f9314c8f885d9e2b6a2866345ad6cc20daab59ac3bd601c528d42d7360fa5e
20202,1.18,1.51,12,48,19,70,Năm thứ hai,Mức 2, ,"PH1110,Vật lý đại cương I;",Điện tử 2018,6,93f9314c8f885d9e2b6a2866345ad6cc20daab59ac3bd601c528d42d7360fa5e
20211,0.27,1.56,3,51,16,72,Năm thứ hai,Mức 2, ,"SSH1151,Tư tưởng Hồ Chí Minh;PH1110,Vật lý đại cương I;",Điện tử 2018,7,93f9314c8f885d9e2b6a2866345ad6cc20daab59ac3bd601c528d42d7360fa5e
20212,0,1.32,0,51,28,84,Năm thứ hai,Mức 3, ,"SSH1151,Tư tưởng Hồ Chí Minh;PH1110,Vật lý đại cương I;",Điện tử 2018,8,93f9314c8f885d9e2b6a2866345ad6cc20daab59ac3bd601c528d42d7360fa5e
20222,0.71,1.4,4,55,27,87,Năm thứ hai,Mức 3, ,"SSH1151,Tư tưởng Hồ Chí Minh;PH1110,Vật lý đại cương I;",Điện tử 2018,10,93f9314c8f885d9e2b6a2866345ad6cc20daab59ac3bd601c528d42d7360fa5e
20181,1.08,1.08,4,4,8,12,Năm thứ nhất,Mức 0, , ,Điện tử 2018,1,1576d6a93d23a8b4931bd89b596fd51034c0bccf975d9e752b99bd59d114a30f
20182,0.57,0.81,4,8,18,26,Năm thứ nhất,Mức 1,MIL1110;, ,Điện tử 2018,2,1576d6a93d23a8b4931bd89b596fd51034c0bccf975d9e752b99bd59d114a30f
20191,0.38,0.69,5,13,27,40,Năm thứ nhất,Mức 2,MIL1110;, ,Điện tử 2018,3,1576d6a93d23a8b4931bd89b596fd51034c0bccf975d9e752b99bd59d114a30f
20192,1.56,1.08,10,23,27,50,Năm thứ nhất,Mức 2,MIL1110;, ,Điện tử 2018,4,1576d6a93d23a8b4931bd89b596fd51034c0bccf975d9e752b99bd59d114a30f
20201,1.71,1.53,11,36,19,55,Năm thứ hai,Mức 1,MIL1110;, ,Điện tử 2018,5,1576d6a93d23a8b4931bd89b596fd51034c0bccf975d9e752b99bd59d114a30f
20202,2.82,2.06,14,50,10,60,Năm thứ hai,Mức 0, , ,Điện tử 2018,6,1576d6a93d23a8b4931bd89b596fd51034c0bccf975d9e752b99bd59d114a30f
20211,3.03,2.42,13,71,9,83,Năm thứ ba,Mức 0, , ,Điện tử 2018,7,1576d6a93d23a8b4931bd89b596fd51034c0bccf975d9e752b99bd59d114a30f
20212,3.02,2.6,23,97,7,104,Năm thứ tư,Mức 0, , ,Điện tử 2018,8,1576d6a93d23a8b4931bd89b596fd51034c0bccf975d9e752b99bd59d114a30f
20221,3.35,2.73,20,119,7,126,Năm thứ tư,Mức 0, , ,Điện tử 2018,9,1576d6a93d23a8b4931bd89b596fd51034c0bccf975d9e752b99bd59d114a30f
20222,2.7,2.86,23,142,0,142,Năm thứ năm,Mức 0, , ,Điện tử 2018,10,1576d6a93d23a8b4931bd89b596fd51034c0bccf975d9e752b99bd59d114a30f
20231,3.4,2.91,15,157,0,157,Năm thứ năm,Mức 0, , ,Điện tử 2018,11,1576d6a93d23a8b4931bd89b596fd51034c0bccf975d9e752b99bd59d114a30f
20181,1.58,1.58,8,8,4,12,Năm thứ nhất,Mức 0, , ,Điện tử 2018,1,ee7619e97315dfcbf1cc1d84d0fba0fe9f99a18b4aa40b087bbd01bb3adf4cf4
20182,1.39,1.48,9,17,9,26,Năm thứ nhất,Mức 0, , ,Điện tử 2018,2,ee7619e97315dfcbf1cc1d84d0fba0fe9f99a18b4aa40b087bbd01bb3adf4cf4
20191,1.86,1.76,10,31,9,40,Năm thứ nhất,Mức 0, , ,Điện tử 2018,3,ee7619e97315dfcbf1cc1d84d0fba0fe9f99a18b4aa40b087bbd01bb3adf4cf4
20192,2.32,2,13,44,11,55,Năm thứ hai,Mức 0, , ,Điện tử 2018,4,ee7619e97315dfcbf1cc1d84d0fba0fe9f99a18b4aa40b087bbd01bb3adf4cf4
20201,2.4,2.4,21,68,2,70,Năm thứ ba,Mức 0, , ,Điện tử 2018,5,ee7619e97315dfcbf1cc1d84d0fba0fe9f99a18b4aa40b087bbd01bb3adf4cf4
20202,2.55,2.49,21,89,0,89,Năm thứ ba,Mức 0, , ,Điện tử 2018,6,ee7619e97315dfcbf1cc1d84d0fba0fe9f99a18b4aa40b087bbd01bb3adf4cf4
20211,3.36,2.66,22,111,0,111,Năm thứ tư,Mức 0, , ,Điện tử 2018,7,ee7619e97315dfcbf1cc1d84d0fba0fe9f99a18b4aa40b087bbd01bb3adf4cf4
20212,3.07,2.71,14,125,0,125,Năm thứ tư,Mức 0, , ,Điện tử 2018,8,ee7619e97315dfcbf1cc1d84d0fba0fe9f99a18b4aa40b087bbd01bb3adf4cf4
20221,0,2.71,0,125,0,125,Năm thứ tư,Mức 2, , ,Điện tử 2018,9,ee7619e97315dfcbf1cc1d84d0fba0fe9f99a18b4aa40b087bbd01bb3adf4cf4
20181,1.83,1.83,12,12,0,12,Năm thứ nhất,Mức 0, , ,Điện tử 2018,1,55a6dfb88ee26f37a5f6a86c652cd03af16515c52800cb694af39973937a53a2
20182,0.64,1.19,7,19,7,26,Năm thứ nhất,Mức 0, , ,Điện tử 2018,2,55a6dfb88ee26f37a5f6a86c652cd03af16515c52800cb694af39973937a53a2
20191,2.64,1.7,14,33,7,40,Năm thứ hai,Mức 0, , ,Điện tử 2018,3,55a6dfb88ee26f37a5f6a86c652cd03af16515c52800cb694af39973937a53a2
20192,1.68,1.81,17,50,6,56,Năm thứ hai,Mức 0, , ,Điện tử 2018,4,55a6dfb88ee26f37a5f6a86c652cd03af16515c52800cb694af39973937a53a2
20201,2.78,2.05,18,68,6,74,Năm thứ ba,Mức 0, , ,Điện tử 2018,5,55a6dfb88ee26f37a5f6a86c652cd03af16515c52800cb694af39973937a53a2
20202,2.2,2.22,22,90,0,90,Năm thứ ba,Mức 0, , ,Điện tử 2018,6,55a6dfb88ee26f37a5f6a86c652cd03af16515c52800cb694af39973937a53a2
20211,2.79,2.32,16,106,3,109,Năm thứ tư,Mức 0, , ,Điện tử 2018,7,55a6dfb88ee26f37a5f6a86c652cd03af16515c52800cb694af39973937a53a2
20212,0.54,2.18,2,108,11,119,Năm thứ tư,Mức 1,PE1024;, ,Điện tử 2018,8,55a6dfb88ee26f37a5f6a86c652cd03af16515c52800cb694af39973937a53a2
20221,2.83,2.4,9,117,2,119,Năm thứ tư,Mức 0,PE1024;, ,Điện tử 2018,9,55a6dfb88ee26f37a5f6a86c652cd03af16515c52800cb694af39973937a53a2
20222,0,2.4,0,117,2,119,Năm thứ tư,Mức 0,PE1024;, ,Điện tử 2018,10,55a6dfb88ee26f37a5f6a86c652cd03af16515c52800cb694af39973937a53a2
20231, ,2.45,0,123,2,125,Năm thứ tư,Mức 0,PE1024;, ,Điện tử 2018,11,55a6dfb88ee26f37a5f6a86c652cd03af16515c52800cb694af39973937a53a2
20232,3,2.5,2,125,0,125,Năm thứ tư,Mức 0,PE1024;, ,Điện tử 2018,12,55a6dfb88ee26f37a5f6a86c652cd03af16515c52800cb694af39973937a53a2
