Semester,GPA,CPA,TC qua,Acc,Debt,Reg,Level,Warning,Missing,No count,Prog,Relative Term,EncryptedID
20171,1.86,1.86,12,12,2,14,Năm thứ nhất,Mức 0,MIL1120;, ,Kỹ thuật điện tử - viễn thông,1,01506de3a91c008f89675fa9b2ff8fd73903b2769e4045bd1c06c08a879ce6d5
20172,1.18,1.56,8,20,5,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,01506de3a91c008f89675fa9b2ff8fd73903b2769e4045bd1c06c08a879ce6d5
20181,1.24,1.65,11,35,11,46,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,01506de3a91c008f89675fa9b2ff8fd73903b2769e4045bd1c06c08a879ce6d5
20182,1.5,1.69,12,47,14,61,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,4,01506de3a91c008f89675fa9b2ff8fd73903b2769e4045bd1c06c08a879ce6d5
20191,1.14,1.67,8,57,18,75,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,5,01506de3a91c008f89675fa9b2ff8fd73903b2769e4045bd1c06c08a879ce6d5
20192,2.29,1.96,14,71,9,80,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,01506de3a91c008f89675fa9b2ff8fd73903b2769e4045bd1c06c08a879ce6d5
20201,2.92,2.29,16,87,7,94,Năm thứ ba,Mức 0, ,"FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,7,01506de3a91c008f89675fa9b2ff8fd73903b2769e4045bd1c06c08a879ce6d5
20202,3.41,2.5,22,109,7,118,Năm thứ tư,Mức 0, ,"FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,8,01506de3a91c008f89675fa9b2ff8fd73903b2769e4045bd1c06c08a879ce6d5
20211,3.38,2.74,16,130,3,133,Năm thứ năm,Mức 0, ,"FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,9,01506de3a91c008f89675fa9b2ff8fd73903b2769e4045bd1c06c08a879ce6d5
20212,3.45,2.85,11,141,0,141,Năm thứ năm,Mức 0, ,"FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,10,01506de3a91c008f89675fa9b2ff8fd73903b2769e4045bd1c06c08a879ce6d5
20221,0,2.84,0,144,0,144,Năm thứ năm,Mức 0, ,"FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,11,01506de3a91c008f89675fa9b2ff8fd73903b2769e4045bd1c06c08a879ce6d5
20222,4,2.93,12,156,0,156,Năm thứ năm,Mức 0, ,"FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,12,01506de3a91c008f89675fa9b2ff8fd73903b2769e4045bd1c06c08a879ce6d5
20171,2.21,2.21,14,14,0,14,Năm thứ nhất,Mức 0, ,"PE1011,Chuyên sâu bóng đá A;",Kỹ thuật điện tử - viễn thông,1,674d5d88868d2ddf1de015bf6bfeba90319234b423eae3c76edf6220a2c46962
20172,1.82,2.04,11,25,0,25,Năm thứ nhất,Mức 0, ,"PE1011,Chuyên sâu bóng đá A;",Kỹ thuật điện tử - viễn thông,2,674d5d88868d2ddf1de015bf6bfeba90319234b423eae3c76edf6220a2c46962
20181,2.31,2.16,21,46,0,46,Năm thứ hai,Mức 0, ,"PE1011,Chuyên sâu bóng đá A;",Kỹ thuật điện tử - viễn thông,3,674d5d88868d2ddf1de015bf6bfeba90319234b423eae3c76edf6220a2c46962
20182,1.42,1.95,12,58,6,64,Năm thứ hai,Mức 0, ,"PE1011,Chuyên sâu bóng đá A;",Kỹ thuật điện tử - viễn thông,4,674d5d88868d2ddf1de015bf6bfeba90319234b423eae3c76edf6220a2c46962
20191,1.94,2.06,15,75,5,80,Năm thứ ba,Mức 0, ,"PE1011,Chuyên sâu bóng đá A;",Kỹ thuật điện tử - viễn thông,5,674d5d88868d2ddf1de015bf6bfeba90319234b423eae3c76edf6220a2c46962
20192,1.93,2.11,17,89,8,97,Năm thứ ba,Mức 0, ,"PE1011,Chuyên sâu bóng đá A;",Kỹ thuật điện tử - viễn thông,6,674d5d88868d2ddf1de015bf6bfeba90319234b423eae3c76edf6220a2c46962
20201,2.82,2.39,18,107,2,112,Năm thứ tư,Mức 0, ,"PE1011,Chuyên sâu bóng đá A;",Kỹ thuật điện tử - viễn thông,7,674d5d88868d2ddf1de015bf6bfeba90319234b423eae3c76edf6220a2c46962
20202,3.35,2.57,24,131,2,136,Năm thứ năm,Mức 0, ,"PE1011,Chuyên sâu bóng đá A;",Kỹ thuật điện tử - viễn thông,8,674d5d88868d2ddf1de015bf6bfeba90319234b423eae3c76edf6220a2c46962
20211,3,2.6,5,143,0,143,Năm thứ năm,Mức 0, ,"PE1011,Chuyên sâu bóng đá A;",Kỹ thuật điện tử - viễn thông,9,674d5d88868d2ddf1de015bf6bfeba90319234b423eae3c76edf6220a2c46962
20212,4,2.71,12,155,0,155,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,10,674d5d88868d2ddf1de015bf6bfeba90319234b423eae3c76edf6220a2c46962
20171,1.36,1.36,12,12,2,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,225952a716921a9202d3f52f60ac96d90612b952cb4a2271f56f790f04afa72a
20172,0.55,1,6,18,7,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,225952a716921a9202d3f52f60ac96d90612b952cb4a2271f56f790f04afa72a
20181,0.94,0.98,8,26,17,43,Năm thứ nhất,Mức 1, , ,Kỹ thuật điện tử - viễn thông,3,225952a716921a9202d3f52f60ac96d90612b952cb4a2271f56f790f04afa72a
20182,1.75,1.15,9,35,20,55,Năm thứ hai,Mức 0, ,"PH1110,Vật lý đại cương I;",Kỹ thuật điện tử - viễn thông,4,225952a716921a9202d3f52f60ac96d90612b952cb4a2271f56f790f04afa72a
20191,1.88,1.5,14,54,14,68,Năm thứ hai,Mức 0, ,"PH1110,Vật lý đại cương I;",Kỹ thuật điện tử - viễn thông,5,225952a716921a9202d3f52f60ac96d90612b952cb4a2271f56f790f04afa72a
20192,2.45,1.85,19,73,10,83,Năm thứ ba,Mức 0, ,"PH1110,Vật lý đại cương I;",Kỹ thuật điện tử - viễn thông,6,225952a716921a9202d3f52f60ac96d90612b952cb4a2271f56f790f04afa72a
20201,3.16,2.36,22,103,0,103,Năm thứ tư,Mức 0, ,"PH1110,Vật lý đại cương I;",Kỹ thuật điện tử - viễn thông,7,225952a716921a9202d3f52f60ac96d90612b952cb4a2271f56f790f04afa72a
20202,2.88,2.43,16,119,0,121,Năm thứ tư,Mức 0, ,"PH1110,Vật lý đại cương I;",Kỹ thuật điện tử - viễn thông,8,225952a716921a9202d3f52f60ac96d90612b952cb4a2271f56f790f04afa72a
20211,3.52,2.62,22,143,0,143,Năm thứ năm,Mức 0, ,"PH1110,Vật lý đại cương I;",Kỹ thuật điện tử - viễn thông,9,225952a716921a9202d3f52f60ac96d90612b952cb4a2271f56f790f04afa72a
20212,3.62,2.7,12,155,0,155,Năm thứ năm,Mức 0, ,"PH1110,Vật lý đại cương I;",Kỹ thuật điện tử - viễn thông,10,225952a716921a9202d3f52f60ac96d90612b952cb4a2271f56f790f04afa72a
20171,1.36,1.36,10,10,4,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,2690c3429caba816099c15d41ec286b0a7e689362f535269fbd4031f90386ea0
20172,1.09,1.24,8,18,7,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,2690c3429caba816099c15d41ec286b0a7e689362f535269fbd4031f90386ea0
20181,1.26,1.25,11,29,17,46,Năm thứ nhất,Mức 1, , ,Kỹ thuật điện tử - viễn thông,3,2690c3429caba816099c15d41ec286b0a7e689362f535269fbd4031f90386ea0
20182,1.34,1.43,12,41,17,58,Năm thứ hai,Mức 1, , ,Kỹ thuật điện tử - viễn thông,4,2690c3429caba816099c15d41ec286b0a7e689362f535269fbd4031f90386ea0
20191,2.62,2.07,17,64,4,68,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,5,2690c3429caba816099c15d41ec286b0a7e689362f535269fbd4031f90386ea0
20192,1.69,2,13,77,7,84,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,2690c3429caba816099c15d41ec286b0a7e689362f535269fbd4031f90386ea0
20201,1.74,2.12,13,92,10,102,Năm thứ ba,Mức 1, , ,Kỹ thuật điện tử - viễn thông,7,2690c3429caba816099c15d41ec286b0a7e689362f535269fbd4031f90386ea0
20202,2.59,2.24,16,108,7,117,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,8,2690c3429caba816099c15d41ec286b0a7e689362f535269fbd4031f90386ea0
20211,3.67,2.54,18,132,0,132,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,9,2690c3429caba816099c15d41ec286b0a7e689362f535269fbd4031f90386ea0
20212,3.86,2.67,14,146,0,146,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,10,2690c3429caba816099c15d41ec286b0a7e689362f535269fbd4031f90386ea0
20221,4,2.75,9,155,0,155,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,11,2690c3429caba816099c15d41ec286b0a7e689362f535269fbd4031f90386ea0
20171,1.43,1.43,8,8,6,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,02fd1eb07a264464b775ee3a15c445c0f7d78fbd1c74b313b1a8debb3c28fbd0
20172,1,1.24,8,16,9,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,02fd1eb07a264464b775ee3a15c445c0f7d78fbd1c74b313b1a8debb3c28fbd0
20181,2.43,1.89,18,39,7,46,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,02fd1eb07a264464b775ee3a15c445c0f7d78fbd1c74b313b1a8debb3c28fbd0
20182,1.08,1.66,12,51,13,64,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,4,02fd1eb07a264464b775ee3a15c445c0f7d78fbd1c74b313b1a8debb3c28fbd0
20191,1.21,1.62,14,65,15,80,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,5,02fd1eb07a264464b775ee3a15c445c0f7d78fbd1c74b313b1a8debb3c28fbd0
20192,1.96,1.73,11,76,15,91,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,02fd1eb07a264464b775ee3a15c445c0f7d78fbd1c74b313b1a8debb3c28fbd0
20201,2.96,2.06,23,99,10,109,Năm thứ tư,Mức 0, ,"FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,7,02fd1eb07a264464b775ee3a15c445c0f7d78fbd1c74b313b1a8debb3c28fbd0
20202,2.62,2.29,24,123,3,126,Năm thứ tư,Mức 0, ,"FL0350,TOEIC 350;FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,8,02fd1eb07a264464b775ee3a15c445c0f7d78fbd1c74b313b1a8debb3c28fbd0
20211,3.11,2.44,14,144,0,144,Năm thứ năm,Mức 0, ,"FL0350,TOEIC 350;FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,9,02fd1eb07a264464b775ee3a15c445c0f7d78fbd1c74b313b1a8debb3c28fbd0
20212,4,2.56,12,156,0,156,Năm thứ năm,Mức 0, ,"FL0350,TOEIC 350;FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,10,02fd1eb07a264464b775ee3a15c445c0f7d78fbd1c74b313b1a8debb3c28fbd0
20171,2,2,14,14,0,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,dca450a0b995ad27468598179a82a15f43acf174522bce29063149d9dcb61eaa
20172,1.55,1.8,11,25,0,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,dca450a0b995ad27468598179a82a15f43acf174522bce29063149d9dcb61eaa
20181,2.31,2.03,21,46,0,46,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,dca450a0b995ad27468598179a82a15f43acf174522bce29063149d9dcb61eaa
20182,1.83,1.98,18,64,0,64,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,4,dca450a0b995ad27468598179a82a15f43acf174522bce29063149d9dcb61eaa
20191,2.84,2.15,16,80,0,80,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,5,dca450a0b995ad27468598179a82a15f43acf174522bce29063149d9dcb61eaa
20192,2.74,2.27,21,101,0,101,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,dca450a0b995ad27468598179a82a15f43acf174522bce29063149d9dcb61eaa
20201,3.72,2.5,16,119,0,119,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,7,dca450a0b995ad27468598179a82a15f43acf174522bce29063149d9dcb61eaa
20202,3.56,2.62,16,135,0,135,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,8,dca450a0b995ad27468598179a82a15f43acf174522bce29063149d9dcb61eaa
20211,3.81,2.72,8,146,0,146,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,9,dca450a0b995ad27468598179a82a15f43acf174522bce29063149d9dcb61eaa
20212,4,2.79,9,155,0,155,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,10,dca450a0b995ad27468598179a82a15f43acf174522bce29063149d9dcb61eaa
20171,2.14,2.14,14,14,0,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20172,0,1.2,0,14,11,25,Năm thứ nhất,Mức 1, , ,Kỹ thuật điện tử - viễn thông,2,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20181,1.83,1.44,13,27,13,40,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20182,0.88,1.31,6,33,19,52,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,4,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20191,2.07,1.56,12,51,15,66,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,5,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20192,2.57,1.82,23,74,15,89,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20201,3.25,2.25,24,102,12,114,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,7,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20202,3.52,2.49,20,122,9,133,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,8,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20211,3.21,2.69,19,143,4,147,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,9,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20212,2.73,2.76,11,154,2,156,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,10,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20221,0,2.76,0,154,2,156,Năm thứ năm,Mức 2, , ,Kỹ thuật điện tử - viễn thông,11,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20222, ,2.76,0,154,2,156,Năm thứ năm,Mức 3, , ,Kỹ thuật điện tử - viễn thông,12,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20231, ,2.76,0,154,2,156,Năm thứ năm,Mức 3, , ,Kỹ thuật điện tử - viễn thông,13,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20232, ,2.76,0,154,2,156,Năm thứ năm,Mức 3, , ,Kỹ thuật điện tử - viễn thông,14,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20241,2.5,2.79,2,156,0,156,Năm thứ năm,Mức 2, , ,Kỹ thuật điện tử - viễn thông,15,c2649353a6b704db7d61d14856b3b7008101b3ea7f663c053bcb79f1ea756fd1
20171,2.07,2.07,14,14,0,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,7b305cfb2c5cdbef1461918b3ffa0f30292ce9264cc4a50f23a5aeade66167cc
20172,2.14,2.1,11,25,0,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,7b305cfb2c5cdbef1461918b3ffa0f30292ce9264cc4a50f23a5aeade66167cc
20181,2.38,2.23,21,46,0,46,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,7b305cfb2c5cdbef1461918b3ffa0f30292ce9264cc4a50f23a5aeade66167cc
20182,1.5,2.02,15,61,3,64,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,4,7b305cfb2c5cdbef1461918b3ffa0f30292ce9264cc4a50f23a5aeade66167cc
20191,1.5,1.92,11,72,8,80,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,5,7b305cfb2c5cdbef1461918b3ffa0f30292ce9264cc4a50f23a5aeade66167cc
20192,3.03,2.2,19,91,5,96,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,7b305cfb2c5cdbef1461918b3ffa0f30292ce9264cc4a50f23a5aeade66167cc
20201,1.89,2.23,14,105,9,114,Năm thứ tư,Mức 1, , ,Kỹ thuật điện tử - viễn thông,7,7b305cfb2c5cdbef1461918b3ffa0f30292ce9264cc4a50f23a5aeade66167cc
20202, ,2.23,0,105,9,114,Năm thứ tư,Mức 3, , ,Kỹ thuật điện tử - viễn thông,8,7b305cfb2c5cdbef1461918b3ffa0f30292ce9264cc4a50f23a5aeade66167cc
20211, ,2.23,0,105,9,114,Năm thứ tư,Mức 3, , ,Kỹ thuật điện tử - viễn thông,9,7b305cfb2c5cdbef1461918b3ffa0f30292ce9264cc4a50f23a5aeade66167cc
20212, ,2.23,0,105,9,114,Năm thứ tư,Mức 3, , ,Kỹ thuật điện tử - viễn thông,10,7b305cfb2c5cdbef1461918b3ffa0f30292ce9264cc4a50f23a5aeade66167cc
20171,2,2,14,14,0,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,a6d8e7bf4892d513992bd9ec705bffd19937128241c998da607afb68e85ec0a9
20172,1.5,1.78,11,25,0,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,a6d8e7bf4892d513992bd9ec705bffd19937128241c998da607afb68e85ec0a9
20181,2.57,2.24,21,46,0,46,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,a6d8e7bf4892d513992bd9ec705bffd19937128241c998da607afb68e85ec0a9
20182,2,2.18,15,61,0,61,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,4,a6d8e7bf4892d513992bd9ec705bffd19937128241c998da607afb68e85ec0a9
20191,2.25,2.19,14,75,2,77,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,5,a6d8e7bf4892d513992bd9ec705bffd19937128241c998da607afb68e85ec0a9
20192,3,2.35,15,90,5,95,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,a6d8e7bf4892d513992bd9ec705bffd19937128241c998da607afb68e85ec0a9
20201,3.18,2.57,22,112,2,114,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,7,a6d8e7bf4892d513992bd9ec705bffd19937128241c998da607afb68e85ec0a9
20202,3.38,2.73,20,132,0,134,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,8,a6d8e7bf4892d513992bd9ec705bffd19937128241c998da607afb68e85ec0a9
20211,3.5,2.8,9,143,0,143,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,9,a6d8e7bf4892d513992bd9ec705bffd19937128241c998da607afb68e85ec0a9
20212,4,2.89,12,155,0,155,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,10,a6d8e7bf4892d513992bd9ec705bffd19937128241c998da607afb68e85ec0a9
20171,1.71,1.71,14,14,0,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894
20172,2.18,1.92,8,22,3,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894
20181,2.69,2.27,19,41,5,46,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894
20182,1.6,2.11,12,53,8,61,Năm thứ hai,Mức 0,PE1014;, ,Kỹ thuật điện tử - viễn thông,4,13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894
20191,1.79,2.17,19,77,3,80,Năm thứ ba,Mức 0,PE1014;, ,Kỹ thuật điện tử - viễn thông,5,13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894
20192,2.66,2.26,19,96,3,99,Năm thứ tư,Mức 0,PE1014;, ,Kỹ thuật điện tử - viễn thông,6,13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894
20201,3.14,2.44,14,110,0,110,Năm thứ tư,Mức 0,PE1014;, ,Kỹ thuật điện tử - viễn thông,7,13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894
20202,3.13,2.54,19,129,0,131,Năm thứ năm,Mức 0,PE1014;,"FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,8,13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894
20211,3.54,2.64,12,143,0,143,Năm thứ năm,Mức 0,PE1014;,"FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,9,13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894
20212,4,2.75,12,155,0,155,Năm thứ năm,Mức 0, ,"FL0400,TOEIC 400;PE1010,Giáo dục thể chất A;",Kỹ thuật điện tử - viễn thông,10,13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894
20171,2,2,12,12,2,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,d9ceba1a7ef6cc8a1dba2593dd3cd4a8ee4d570c502dcfc7266bb3e09df34e47
20172,2.91,2.4,11,23,2,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,d9ceba1a7ef6cc8a1dba2593dd3cd4a8ee4d570c502dcfc7266bb3e09df34e47
20181,2.76,2.57,21,44,2,46,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,d9ceba1a7ef6cc8a1dba2593dd3cd4a8ee4d570c502dcfc7266bb3e09df34e47
20182,1.4,2.28,15,59,2,61,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,4,d9ceba1a7ef6cc8a1dba2593dd3cd4a8ee4d570c502dcfc7266bb3e09df34e47
20191,1.56,2.19,14,73,2,75,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,5,d9ceba1a7ef6cc8a1dba2593dd3cd4a8ee4d570c502dcfc7266bb3e09df34e47
20192,2.83,2.29,15,88,2,90,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,d9ceba1a7ef6cc8a1dba2593dd3cd4a8ee4d570c502dcfc7266bb3e09df34e47
20201,2.79,2.43,19,107,0,107,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,7,d9ceba1a7ef6cc8a1dba2593dd3cd4a8ee4d570c502dcfc7266bb3e09df34e47
20202,3.43,2.54,14,121,0,126,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,8,d9ceba1a7ef6cc8a1dba2593dd3cd4a8ee4d570c502dcfc7266bb3e09df34e47
20211,1.4,2.44,7,130,8,141,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,9,d9ceba1a7ef6cc8a1dba2593dd3cd4a8ee4d570c502dcfc7266bb3e09df34e47
20212,3.5,2.46,3,133,8,141,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,10,d9ceba1a7ef6cc8a1dba2593dd3cd4a8ee4d570c502dcfc7266bb3e09df34e47
20221,0,2.46,0,133,8,141,Năm thứ năm,Mức 2, , ,Kỹ thuật điện tử - viễn thông,11,d9ceba1a7ef6cc8a1dba2593dd3cd4a8ee4d570c502dcfc7266bb3e09df34e47
20222, ,2.46,0,133,8,141,Năm thứ năm,Mức 3, , ,Kỹ thuật điện tử - viễn thông,12,d9ceba1a7ef6cc8a1dba2593dd3cd4a8ee4d570c502dcfc7266bb3e09df34e47
20231,4,2.52,6,139,8,147,Năm thứ năm,Mức 2, , ,Kỹ thuật điện tử - viễn thông,13,d9ceba1a7ef6cc8a1dba2593dd3cd4a8ee4d570c502dcfc7266bb3e09df34e47
20171,2,2,14,14,0,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,63a45d9a6e2b378e44c502fbac1af18465f84b7581ce7ee4f0005ecab7d6e6a4
20172,1.36,1.72,8,22,3,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,63a45d9a6e2b378e44c502fbac1af18465f84b7581ce7ee4f0005ecab7d6e6a4
20181,2.29,1.95,19,43,3,46,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,63a45d9a6e2b378e44c502fbac1af18465f84b7581ce7ee4f0005ecab7d6e6a4
20182,0.6,1.61,6,49,12,61,Năm thứ hai,Mức 1, , ,Kỹ thuật điện tử - viễn thông,4,63a45d9a6e2b378e44c502fbac1af18465f84b7581ce7ee4f0005ecab7d6e6a4
20191,1.88,1.66,14,66,14,80,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,5,63a45d9a6e2b378e44c502fbac1af18465f84b7581ce7ee4f0005ecab7d6e6a4
20192,2.06,1.98,14,80,5,85,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,63a45d9a6e2b378e44c502fbac1af18465f84b7581ce7ee4f0005ecab7d6e6a4
20201,3.39,2.4,22,104,0,104,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,7,63a45d9a6e2b378e44c502fbac1af18465f84b7581ce7ee4f0005ecab7d6e6a4
20202,3.56,2.57,18,122,0,124,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,8,63a45d9a6e2b378e44c502fbac1af18465f84b7581ce7ee4f0005ecab7d6e6a4
20211,3.58,2.72,19,143,0,143,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,9,63a45d9a6e2b378e44c502fbac1af18465f84b7581ce7ee4f0005ecab7d6e6a4
20212,4,2.82,12,155,0,155,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,10,63a45d9a6e2b378e44c502fbac1af18465f84b7581ce7ee4f0005ecab7d6e6a4
20181,3.32,3.32,11,11,0,11,Năm thứ nhất,Mức 0, , ,KT hóa học 2018,1,7ab5126d68143fc53b0b8e1f38aa45be3cd93dce9b40ac90fd4d3f282fbff7d8
